SHOP_WEEK,date,SHOP_WEEKDAY,SHOP_HOUR,sales,SPEND,item,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,store,STORE_FORMAT,STORE_REGION
200608,20060422,7,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000832734,MM,OA,994100200659858,L,MM,Full Shop,Fresh,STORE02842,LS,S03
200608,20060417,2,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000791087,MM,OT,994100200634433,L,UM,Top Up,Mixed,STORE02852,MS,N03
200608,20060422,7,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000353826,UM,OT,994100200369285,S,MM,Small Shop,Grocery,STORE02863,LS,S02
200608,20060417,2,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100200074815,L,MM,Top Up,Fresh,STORE02863,LS,S02
200608,20060421,6,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000832560,MM,YA,994100200659747,L,LA,Full Shop,Grocery,STORE02884,MS,E02
200608,20060418,3,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100200019729,M,UM,Small Shop,Grocery,STORE02058,SS,W02
200608,20060422,7,17,4,4.56,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000586569,UM,YF,994100200510169,L,UM,Top Up,Fresh,STORE02059,SS,E01
200608,20060417,2,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000037372,MM,PE,994100200177406,M,MM,Top Up,Mixed,STORE02060,MS,S03
200609,20060425,3,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000706953,LA,YF,994100300601166,L,LA,Top Up,Fresh,STORE00027,LS,W02
200609,20060430,1,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000920490,UM,PE,994100300734712,L,UM,Full Shop,Mixed,STORE00028,LS,N02
200609,20060426,4,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000105651,MM,YF,994100300225890,L,LA,Full Shop,Mixed,STORE00030,LS,W03
200609,20060429,7,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000632667,MM,OA,994100300554779,L,MM,Top Up,Fresh,STORE00030,LS,W03
200609,20060428,6,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300004287,L,MM,Top Up,Mixed,STORE00062,MS,N01
200609,20060425,3,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000310804,UM,PE,994100300354197,L,UM,Full Shop,Fresh,STORE00065,LS,W03
200609,20060430,1,11,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000761461,LA,OT,994100300635206,L,LA,Top Up,Mixed,STORE00068,MS,E03
200609,20060428,6,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000640824,UM,YA,994100300559869,L,MM,Full Shop,Mixed,STORE00076,LS,N02
200609,20060426,4,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000422512,MM,PE,994100300423575,L,UM,Top Up,Mixed,STORE00101,MS,E01
200609,20060430,1,12,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000778495,UM,OF,994100300645501,M,UM,Top Up,Mixed,STORE00101,MS,E01
200609,20060426,4,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000600133,UM,YA,994100300534298,L,LA,Top Up,Mixed,STORE00103,MS,N03
200609,20060428,6,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000191992,MM,YF,994100300280123,L,MM,Full Shop,Fresh,STORE00138,LS,E02
200609,20060425,3,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000662410,UM,OF,994100300573292,L,UM,Top Up,Mixed,STORE00140,LS,W02
200609,20060428,6,14,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000462878,MM,YA,994100300448947,M,MM,Small Shop,Grocery,STORE00201,MS,W02
200609,20060427,5,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000619744,UM,YA,994100300546616,M,UM,Top Up,Mixed,STORE00202,LS,W03
200609,20060425,3,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000562430,MM,OT,994100300511022,L,MM,Full Shop,Mixed,STORE00204,MS,N03
200609,20060424,2,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000302631,MM,YA,994100300348988,M,MM,Top Up,Mixed,STORE00210,MS,N01
200609,20060425,3,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000691568,MM,NULL,994100300591368,L,MM,Top Up,Mixed,STORE00210,MS,N01
200608,20060419,4,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100200085714,M,MM,Top Up,Mixed,STORE02406,LS,S03
200609,20060428,6,13,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000873977,MM,OT,994100300705529,L,UM,Full Shop,Mixed,STORE00288,LS,S03
200609,20060428,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300072002,M,MM,Top Up,Grocery,STORE00289,LS,S03
200609,20060424,2,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000302818,UM,OT,994100300349099,L,MM,Full Shop,Mixed,STORE00337,MS,S03
200609,20060425,3,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000940113,UM,OT,994100300747239,L,UM,Full Shop,Mixed,STORE00386,LS,S02
200609,20060430,1,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000981027,MM,OT,994100300772748,L,MM,Full Shop,Mixed,STORE00398,LS,N03
200609,20060430,1,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300154259,L,UM,Top Up,Grocery,STORE00428,MS,W03
200609,20060429,7,13,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000312128,LA,YA,994100300355060,M,LA,Top Up,Mixed,STORE00433,MS,W01
200609,20060428,6,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000203342,MM,OT,994100300287212,M,MM,Small Shop,Mixed,STORE00435,LS,W03
200609,20060429,7,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000503209,UM,YA,994100300474035,L,UM,Top Up,Fresh,STORE00471,LS,S01
200609,20060430,1,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000216898,UM,YA,994100300295525,M,MM,Top Up,Fresh,STORE00500,LS,N02
200609,20060427,5,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000675615,LA,YA,994100300581510,L,LA,Full Shop,Fresh,STORE00500,LS,N02
200609,20060424,2,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000704281,UM,OT,994100300599562,L,UM,Top Up,Mixed,STORE00573,XLS,N02
200609,20060429,7,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000445875,LA,OA,994100300438301,L,LA,Full Shop,Mixed,STORE00611,LS,W02
200609,20060424,2,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000901687,LA,OF,994100300723011,L,LA,Top Up,Mixed,STORE00688,MS,S02
200609,20060427,5,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000768842,UM,NULL,994100300639741,M,LA,Small Shop,Mixed,STORE00690,MS,N03
200609,20060430,1,21,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000202228,MM,OT,994100300286542,M,LA,Small Shop,Grocery,STORE00696,XLS,E03
200609,20060426,4,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000528627,UM,YA,994100300490020,L,UM,Full Shop,Mixed,STORE00696,XLS,E03
200609,20060425,3,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000747146,UM,OT,994100300626439,L,UM,Top Up,Fresh,STORE00744,LS,E03
200609,20060424,2,8,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300141952,L,UM,Top Up,Fresh,STORE00747,LS,N01
200609,20060426,4,17,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300035229,L,MM,Top Up,Fresh,STORE00782,SS,N01
200609,20060430,1,16,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000982819,UM,OF,994100300773793,M,UM,Top Up,Mixed,STORE00840,LS,N02
200608,20060419,4,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000280798,UM,PE,994100200324778,M,MM,Top Up,Fresh,STORE01914,LS,N03
200609,20060424,2,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000601547,UM,OT,994100300535167,M,MM,Top Up,Fresh,STORE00246,MS,S02
200609,20060427,5,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000978776,UM,OT,994100300771339,L,UM,Top Up,Mixed,STORE00251,SS,S03
200609,20060428,6,16,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000578573,UM,OA,994100300520864,M,UM,Small Shop,Grocery,STORE00299,SS,S02
200609,20060425,3,14,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000696749,UM,YA,994100300594732,M,UM,Top Up,Mixed,STORE00353,LS,S03
200609,20060427,5,13,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000193437,UM,YA,994100300281021,L,MM,Full Shop,Mixed,STORE00422,MS,N03
200609,20060425,3,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000427616,UM,YA,994100300426886,L,UM,Top Up,Fresh,STORE00423,LS,S02
200609,20060428,6,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000937726,MM,YA,994100300745649,L,MM,Full Shop,Fresh,STORE00479,LS,W01
200609,20060426,4,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300073846,L,MM,Top Up,Mixed,STORE00760,MS,E02
200609,20060428,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000382203,UM,NULL,994100300398565,L,MM,Full Shop,Mixed,STORE00765,LS,E01
200609,20060426,4,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000923966,UM,YF,994100300736943,L,MM,Top Up,Grocery,STORE00765,LS,E01
200609,20060426,4,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300074736,L,UM,Top Up,Fresh,STORE00824,MS,N03
200609,20060430,1,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300089495,M,UM,Small Shop,Fresh,STORE00824,MS,N03
200609,20060424,2,21,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000273719,UM,YA,994100300330925,M,MM,Small Shop,Grocery,STORE00829,XLS,S03
200609,20060427,5,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000646248,MM,OA,994100300563310,L,MM,Full Shop,Mixed,STORE00829,XLS,S03
200609,20060425,3,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000111555,MM,YF,994100300229794,L,MM,Full Shop,Mixed,STORE00829,XLS,S03
200609,20060430,1,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000589915,LA,OA,994100300527989,M,LA,Top Up,Fresh,STORE00839,LS,W01
200609,20060426,4,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300025136,M,LA,Top Up,Fresh,STORE00882,MS,E02
200609,20060424,2,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000938069,UM,YF,994100300745883,L,UM,Full Shop,Mixed,STORE00933,XLS,N02
200609,20060428,6,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300135537,L,MM,Top Up,Grocery,STORE00933,XLS,N02
200609,20060429,7,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000797031,MM,YF,994100300657312,L,MM,Full Shop,Mixed,STORE00934,LS,S03
200609,20060427,5,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000341796,UM,OT,994100300373526,L,MM,Full Shop,Grocery,STORE00966,MS,N03
200608,20060422,7,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000414291,LA,YF,994100200405653,L,LA,Full Shop,Fresh,STORE02663,MS,N03
200609,20060428,6,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000769622,UM,YA,994100300640255,L,UM,Full Shop,Mixed,STORE00277,LS,N01
200609,20060424,2,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000680257,UM,YF,994100300584445,L,MM,Full Shop,Fresh,STORE00277,LS,N01
200609,20060425,3,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000442030,UM,YA,994100300435927,L,UM,Top Up,Fresh,STORE00278,LS,S02
200609,20060426,4,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000221155,UM,OT,994100300298223,M,UM,Small Shop,Grocery,STORE00307,MS,W02
200609,20060425,3,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300041350,L,LA,Top Up,Fresh,STORE00326,SS,S01
200609,20060426,4,8,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000238441,UM,OA,994100300309278,L,UM,Top Up,Nonfood,STORE00377,LS,W03
200609,20060426,4,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000631367,UM,OA,994100300553926,L,UM,Top Up,Fresh,STORE00468,MS,S03
200609,20060430,1,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000902095,MM,YA,994100300723232,L,UM,Full Shop,Mixed,STORE00622,MS,E02
200609,20060430,1,20,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000425396,MM,OT,994100300425441,L,LA,Top Up,Fresh,STORE00681,LS,N01
200609,20060427,5,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300145593,L,MM,Top Up,Fresh,STORE00877,LS,N01
200609,20060428,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000522765,LA,NULL,994100300486368,S,MM,Small Shop,Grocery,STORE00910,MS,S01
200609,20060424,2,11,7,7.98,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300051781,L,LA,Top Up,Grocery,STORE00981,MS,N02
200609,20060426,4,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300156904,L,UM,Top Up,Fresh,STORE00996,LS,N02
200609,20060424,2,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000151356,LA,OA,994100300254446,L,LA,Top Up,Fresh,STORE01020,MS,E02
200609,20060424,2,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000525991,UM,NULL,994100300488402,L,UM,Full Shop,Mixed,STORE01026,SS,N01
200609,20060427,5,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000331020,MM,OT,994100300366789,M,LA,Small Shop,Mixed,STORE01041,LS,S01
200609,20060425,3,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000747331,MM,PE,994100300626555,L,MM,Full Shop,Mixed,STORE01041,LS,S01
200609,20060428,6,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000470868,UM,PE,994100300453874,L,MM,Full Shop,Mixed,STORE01090,MS,W01
200609,20060428,6,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000827467,MM,YF,994100300676254,L,MM,Full Shop,Mixed,STORE01120,LS,S02
200609,20060430,1,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000934087,MM,OF,994100300743249,L,MM,Full Shop,Fresh,STORE01125,MS,S02
200609,20060427,5,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300116782,L,UM,Full Shop,Fresh,STORE01146,LS,W01
200608,20060421,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000657606,MM,YA,994100200553380,L,MM,Full Shop,Fresh,STORE02266,LS,S03
200608,20060423,1,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000762697,MM,OT,994100200617345,L,MM,Full Shop,Fresh,STORE02266,LS,S03
200609,20060424,2,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000234319,LA,YA,994100300306669,L,LA,Top Up,Fresh,STORE01253,LS,W02
200609,20060424,2,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000705331,UM,NULL,994100300600146,L,UM,Top Up,Fresh,STORE01266,LS,S03
200609,20060428,6,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000194874,UM,OT,994100300281904,L,UM,Full Shop,Mixed,STORE01272,MS,E02
200609,20060427,5,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000194874,UM,OT,994100300281905,M,UM,Top Up,Fresh,STORE01272,MS,E02
200609,20060425,3,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000021918,LA,OT,994100300173217,L,LA,Full Shop,Mixed,STORE01287,LS,N01
200609,20060430,1,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300042612,L,UM,Top Up,Fresh,STORE01305,SS,W01
200609,20060427,5,9,6,6.84,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000219948,UM,OT,994100300297434,L,MM,Top Up,Mixed,STORE01306,MS,E02
200609,20060428,6,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000363967,UM,OT,994100300387352,L,MM,Top Up,Mixed,STORE01329,MS,W02
200609,20060429,7,12,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300128059,M,LA,Small Shop,Grocery,STORE01330,MS,E03
200609,20060424,2,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000444867,MM,YF,994100300437680,L,LA,Full Shop,Mixed,STORE01365,MS,E01
200609,20060427,5,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300098263,M,UM,Top Up,Fresh,STORE01375,XLS,E02
200609,20060425,3,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300000187,L,MM,Top Up,Fresh,STORE01392,LS,N03
200609,20060425,3,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000136661,MM,OA,994100300245418,L,LA,Full Shop,Mixed,STORE01469,XLS,N01
200609,20060426,4,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000657909,UM,NULL,994100300570434,M,UM,Top Up,Nonfood,STORE01528,LS,W03
200609,20060426,4,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000839205,LA,YF,994100300683568,M,LA,Top Up,Grocery,STORE01532,SS,S01
200609,20060426,4,15,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000125249,UM,OT,994100300238340,L,MM,Top Up,Grocery,STORE01565,MS,W03
200609,20060425,3,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300088051,M,MM,Top Up,Mixed,STORE01565,MS,W03
200609,20060425,3,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000772275,UM,OT,994100300641768,M,MM,Small Shop,Fresh,STORE01571,MS,S03
200609,20060427,5,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000637723,UM,OT,994100300557906,L,UM,Top Up,Fresh,STORE01574,MS,S03
200609,20060429,7,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000991561,LA,YA,994100300779214,M,MM,Top Up,Fresh,STORE01637,LS,S03
200609,20060429,7,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000118644,UM,OT,994100300234245,L,UM,Top Up,Mixed,STORE00006,LS,S01
200609,20060430,1,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000205352,UM,YF,994100300288469,L,MM,Top Up,Fresh,STORE01162,LS,S03
200609,20060425,3,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300128160,L,LA,Full Shop,Mixed,STORE01163,LS,E03
200609,20060430,1,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000525263,MM,OT,994100300487961,L,MM,Full Shop,Fresh,STORE01166,SS,E02
200609,20060429,7,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000716626,MM,PE,994100300607238,M,LA,Top Up,Mixed,STORE01232,MS,E02
200609,20060427,5,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000870202,MM,YF,994100300703095,L,MM,Full Shop,Grocery,STORE01232,MS,E02
200609,20060430,1,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000521105,MM,YF,994100300485354,L,MM,Top Up,Fresh,STORE01243,LS,S01
200609,20060429,7,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000475589,LA,OT,994100300456812,L,MM,Full Shop,Mixed,STORE01420,MS,N02
200609,20060427,5,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000882013,MM,OT,994100300710558,M,MM,Top Up,Mixed,STORE01429,LS,E01
200609,20060427,5,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000856602,MM,YA,994100300694476,L,UM,Top Up,Fresh,STORE01501,MS,W02
200609,20060424,2,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000355810,UM,YA,994100300382269,L,UM,Top Up,Fresh,STORE01502,MS,S01
200609,20060430,1,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000798101,MM,OA,994100300658002,L,MM,Full Shop,Fresh,STORE01558,MS,E02
200609,20060427,5,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000493765,MM,OF,994100300468230,L,MM,Full Shop,Mixed,STORE01600,LS,W02
200609,20060430,1,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000439289,UM,OA,994100300434200,L,UM,Full Shop,Fresh,STORE01602,LS,N01
200609,20060426,4,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000469535,LA,OF,994100300452978,M,MM,Top Up,Mixed,STORE01648,MS,W03
200609,20060426,4,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000157862,UM,YF,994100300258733,S,MM,Small Shop,Grocery,STORE01664,SS,W01
200609,20060429,7,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000354122,MM,YF,994100300381224,L,LA,Top Up,Mixed,STORE01665,MS,W02
200609,20060427,5,18,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000834606,MM,YA,994100300680617,M,MM,Top Up,Fresh,STORE01665,MS,W02
200609,20060425,3,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300095234,L,UM,Top Up,Fresh,STORE01665,MS,W02
200609,20060424,2,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000882552,UM,OT,994100300710914,L,UM,Top Up,Mixed,STORE01672,SS,E02
200609,20060429,7,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000111913,MM,YF,994100300230020,L,MM,Full Shop,Mixed,STORE01674,MS,W03
200609,20060427,5,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000369771,MM,OT,994100300390871,L,MM,Top Up,Mixed,STORE01637,LS,S03
200609,20060427,5,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000296267,MM,OT,994100300344889,M,UM,Small Shop,Nonfood,STORE01980,LS,N02
200609,20060430,1,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300148949,L,MM,Top Up,Fresh,STORE02163,MS,E02
200609,20060429,7,8,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300100093,M,MM,Small Shop,Grocery,STORE02166,MS,W03
200609,20060430,1,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300091974,L,LA,Top Up,Mixed,STORE02184,LS,W02
200609,20060430,1,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300083984,L,MM,Full Shop,Mixed,STORE02292,LS,N01
200609,20060430,1,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100300107947,M,UM,Top Up,Fresh,STORE02292,LS,N01
200609,20060424,2,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000084254,MM,YF,994100300212552,L,LA,Full Shop,Mixed,STORE02450,LS,N02
200609,20060430,1,14,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000667849,MM,OT,994100300576667,L,MM,Full Shop,Grocery,STORE02663,MS,N03
200609,20060428,6,21,4,4.56,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000999548,MM,YA,994100300784170,L,UM,Top Up,Fresh,STORE02674,LS,W01
200609,20060427,5,16,6,6.84,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000967429,MM,NULL,994100300764136,L,MM,Top Up,Mixed,STORE02797,LS,S03
200609,20060430,1,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000342316,MM,NULL,994100300373863,L,MM,Full Shop,Mixed,STORE02797,LS,S03
200609,20060426,4,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000933015,UM,NULL,994100300742617,L,UM,Full Shop,Fresh,STORE02804,MS,W02
200610,20060507,1,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000690310,UM,YA,994100400586862,L,UM,Full Shop,Mixed,STORE00015,LS,E02
200610,20060505,6,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000562430,MM,OT,994100400507864,L,MM,Full Shop,Fresh,STORE00204,MS,N03
200610,20060505,6,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000255939,MM,OF,994100400319838,L,UM,Top Up,Mixed,STORE00357,MS,W01
200610,20060507,1,18,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000890594,UM,YA,994100400710974,M,UM,Top Up,Grocery,STORE00473,SS,E01
